id,oplocdistrict,industryphy,industryco,dom,opscope,enttype,enttypeitem,opfrom,opto,state,orgid,jobid,adbusign,townsign,regtype,empnum,compform,parnum,exenum,opform,ptbusscope,venind,enttypeminu,midpreindcode,protype,oploc,regcap,reccap,forreccap,forregcap,congro,enttypegb
47645761dc56bb8c2e69442a3fb23e64cca201c0373b5336,340223,M,7513.0,31487d8f256f16bd6244b7251be2ebb24d1db51663c654f58eeed5f04961d5eeef73e89b1e2d40fcc88973eda046db1510c8ba05562110a8ac51982dd14ec9398839be15249e695ec87c9eb75a56ecdd7a9cdce8412fad13,新材料技术开发、技术咨询、技术交流、技术转让、技术推广；橡胶杂品；橡胶零配件制造；再生橡胶制造；塑料制品制造；塑料零件及其他塑料制品制造；网上销售塑料制品；塑料制品销售（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,1100,1130.0,2020-06-22 10:06:02,,6,340223010010000000,400000000000753928,0,0,1,10.0,,,,,,,,,,2367b4cac96d8598,500.0,,,,,1130
f000950527a6feb646b54f7874d7681533f53942a6d9cc08,340202,P,8394.0,31487d8f256f16bd6244b7251be2ebb2ae36cd652943e86c270c6838cc8d89730e4d7bdd88ecc12d9956b88dfc2888c3e6ec4c715dbe15cc4574ced93738974d95fad792cc77eb073c84e0ba3c04fcec2c797502ce8525e3b995ab922d655705,教育技术领域内的技术研发，教育软件开发与销售，计算机系统集成，计算机软件、汽车技术、网络技术、信息技术领域内的技术开发、技术转让、技术咨询、技术服务，教育信息咨询（除营利性民办教育教学培训活动），商务信息咨询，企业管理咨询，市场营销策划，市场调查策划，企业形象策划，会议服务，展览展示服务，境内文化艺术交流活动组织、策划；新能源汽车、摩托车、汽车配件销售，设计、制作、代理、发布广告，电脑图文设计、制作（以上范围涉及前置许可的除外）。（依法须经批准的项目经相关部门批准后方可开展经营活动）,1100,1130.0,2019-04-08 00:00:00,2069-04-07 00:00:00,6,340200000000000000,400000000000386531,0,0,1,3.0,,,,,,,,,,2367b4cac96d8598,5000.0,,,,,1130
f000950527a6feb6ed308bc4c7ae11276eab86480f8e03db,340203,M,7590.0,31487d8f256f16bd6244b7251be2ebb2104d8ea0072d61ed04bab2d5e91246c094bd6e637ecf3aad0042c2cfb2b85fffa69131a2ee1216e336704bc76f3ee83808096c40c5150c9b,生物科技领域内的技术开发、技术服务，健康信息咨询（除医疗），市场调查咨询，会务服务，计算机系统技术服务，计算机数据处理，软件开发，计算机系统集成，计算机网络工程施工。（依法须经批准的项目，经相关部门批准后方可开展经营活动）***,1100,1130.0,2016-02-22,2066-02-21,6,340203010010000000,340200000000100093,0,1,1,,,,,,,,,,,2367b4cac96d8598,500.0,0.0,,,,1130
f000950527a6feb617e8d6ca7025dcf9d765429969122069,340202,R,9051.0,ca213febe80e171c5ab458cd1d4bd3749b98cb4e02076e19e90937cb852a6a008c702e00ec464991c6e986a7608948e7b9823e262bf68a89,建筑装修装饰工程设计、施工，环境艺术设计，建筑材料、装饰材料（除危险化学品）销售、研发，工艺品（除文物）销售，图文设计、制作。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,1100,1130.0,2018-05-24,2068-05-23,6,340200000000000000,400000000000386531,0,1,1,,,,,,,,,,,2367b4cac96d8598,40.0,,,,,1130
f1c1045b13d183295de5542196ec37fb5c6e28b97b167905,340225,O,8111.0,31487d8f256f16bd6244b7251be2ebb227ca54d864983f5d3506d225916e3138c962981597d4b4024f137ffde409eaa579208bdf0f5e76ea369fe65bb1752409c54f9a41562c73ee,汽车修理、汽车美容服务；汽车零件零售（依法须经批准的项目，经相关部门批准后方可开展经营活动）,9600,,2020-05-21 00:00:00,,6,340200000000116788,400000000000745052,0,0,1,1.0,1.0,,,10,,2.0,,,,31487d8f256f16bd6244b7251be2ebb227ca54d864983f5d3506d225916e313810273dc98793f27a7e04c08eb5116a71d36068d3b854a0a3,50.0,,,,,9600
755db3b5c5f74eb48564a8be9d4a9d7038ed96bc2eea645c,340223,O,8113.0,ca213febe80e171c58e357f266a3fa32766ab2f47c5bb1576d44124d9616cfc9206982a909dd5a55b568fad3db9da8f3,电动车零售及维修；电动车配件零售。,9600,,2018-04-08,,6,340200000000112218,340200000000112313,0,1,1,2.0,1.0,,,10,,3.0,,,,31487d8f256f16bd6244b7251be2ebb24d1db51663c654f565ba1abf9b63dca023171543db0631be75ff95417e966bab74285c9b633a41fc,35.0,,,,,9600
d8071a739aa75a3b582859238697138fa8552bf5301ede26,340207,O,8290.0,31487d8f256f16bd6244b7251be2ebb2b55c713be7e2b6d1d62316f2ff3a60c6e1a3b31f5f4941367e7cbed3bf905788fe9bd37c40bc7b0297d232589bb51ae5c91671302631cd34dbfeccc48410869008dc2ada7e75fe49,劳务服务（涉及前置许可的项目除外），建筑垃圾清运服务，物业管理服务，仓储服务（不含危险品），货物装卸，家政服务，保洁服务，园林绿化工程施工，绿化养护。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,1100,1150.0,2019-06-10,2069-06-09,6,340207010010000000,340200000020001917,0,0,1,5.0,,,,,,,1153.0,,,2367b4cac96d8598,50.0,,,,,1153
e9f7b28ec10e0470287f274dd5a327519e74d2eb9506faad,340221,L,7212.0,746df9aaed85785706df2df96d3addcb36f89735d27f31ab5118f2a64d5290f03cba666c8f843b53,交通基础设施建设项目投资；建筑材料、设备采购、销售；苗木采购、销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,1100,1110.0,2016-01-15,,6,340221010010000000,400000000000013538,0,1,1,,,,,,,,,,,2367b4cac96d8598,20000.0,,,,,1110
59b38c56de3836835f2a6002365168aa9eccd9b8e81cf5d2,340202,J,6760.0,ca213febe80e171c5ab458cd1d4bd37435f61f2aa44b11cb236552e2358dbf9da38d765198d84d61c339fde47c63d1f1,投资管理、投资咨询。（未经金融等监管部门的批准，不得从事向公众融资存款、融资担保、代客理财等金融服务）（依法须经批准的项目，经相关部门批准后方可开展经营活动）,4500,4530.0,2018-09-21,2048-09-20,6,340202010010000000,340200000020001145,0,1,1,20.0,,3.0,1.0,,,,4533.0,,,2367b4cac96d8598,1100.0,100.0,,,,4533
d8071a739aa75a3b5863ddfcdf66638aa5e2b6fa3e88ac6d,340207,O,8290.0,31487d8f256f16bd6244b7251be2ebb2b55c713be7e2b6d16515a240f870aeee69a5eeaa8e423ba32a399d0176037097e3f471e63530be6aa4fc6d28135a20354a9b3de2fee5551b4c8c2f27be62dda78645d0aacdc7bfac38e90a5573847c15910fa7b29ffff86e6eb5469714862ef5e0a18c48165b101c2b54aeebd485d2c1,机动车安全技术检验，机动车尾气排放检测，机动车综合性能检测，机动车环保检测，机动车安全性能检测。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,1100,1130.0,2019-10-30 00:00:00,,6,340207010010000000,340200000020001917,0,0,1,2.0,,,,,,,,,,2367b4cac96d8598,1100.0,,,,,1130
59b38c56de383683ffa25f4c7617dc6bff2829c68ec36c9e,340202,J,6760.0,ca213febe80e171c5ab458cd1d4bd374317c93127eeefb0fd28c160028851c6976e7a2156fc50b9e777e5a9497fd69a0961677158743b2b77d7faa1a9d73dc50,实业投资、创业投资、投资咨询。（未经金融等监管部门的批准，不得从事向公众融资存款、融资担保、代客理财等金融服务）（依法须经批准的项目，经相关部门批准后方可开展经营活动）,4500,4530.0,2017-07-26,2047-07-25,6,340202010010000000,340200000020001145,0,1,1,5.0,,2.0,1.0,,,,4533.0,,,2367b4cac96d8598,310.0,120.0,,,,4533
f1c1045b13d1832973f6992b3a7c3749a2b38bd92e6e44f2,340225,O,8030.0,31487d8f256f16bd6244b7251be2ebb227ca54d864983f5da11a60e7d55e029a46f0a4d44bd81e11a2d5a60214240dfe9c0540a50794680de20b3b27935b5bdcdd3ad8d6280d3b73,干洗服务；食品销售；农产品网络销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,9600,,2019-04-04,,6,340200000000116780,341400000000012804,0,1,1,2.0,1.0,,,10,,3.0,,,,f67c1b92f52ac52e07db236ca6258459c85c61f73a26d00debc1a7b16fae876ac5402c85350cf13561b825a7fd5f0cbe,10.0,,,,,9600
f1c1045b13d183299c7eb7b7cc50500bb79b0df58af030c7,340225,O,8090.0,31487d8f256f16bd6244b7251be2ebb227ca54d864983f5d533d505d4e0d1ec9a4d6553d4439c868f7f1b6346371b63aa4fe635720f130b0,房屋面防水服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,9600,,2018-03-30,,6,400000000000324050,400000000000332021,0,1,1,4.0,1.0,,,10,,3.0,,,,31487d8f256f16bd6244b7251be2ebb227ca54d864983f5d533d505d4e0d1ec934dcf6288dc19a8c1535814909f8cc095ee7fc7f5078f6de,100.0,,,,,9600
f000950527a6feb6aab24470ddb892aabfcb6c78801e8c59,340202,M,7590.0,31487d8f256f16bd6244b7251be2ebb2ae36cd652943e86c6a44806c74d10e41a272a4fa15030fd3ae486798fafb44161a6f6d7e7b35762a44160e5d5d5ce28806302618e910419fc5abeb8ef80181bb,"从事汽车技术领域内的技术开发、技术咨询,汽车配件、化工产品（除危险化学品）、建筑材料、机械设备、电子产品、装饰材料（除危险化学品）、五金交电、钢材的销售；机械设备的租赁；商务信息咨询（涉及前置许可的项目除外）。（依法须经批准的项目，经相关部门批准后方可开展经营活动）",1100,1130.0,2018-06-25,,6,340202010010000000,400000000000386531,0,0,1,2.0,,,,,,,,,,2367b4cac96d8598,200.0,0.0,,,,1130
d8071a739aa75a3b3e185d964bb930dc9a3c274cee3521a5,340207,Q,8411.0,31487d8f256f16bd6244b7251be2ebb2b55c713be7e2b6d1d827a5557f0353263cb190ea5d338a3e867438cda2d7311a7078c5ed793e6d2ea65967fc8b0ef5240c50605fe5f6731cb0aa4cac5f84e2ce,医疗服务；第一类医疗器械零售；第二类医疗器械零售；保健辅助治疗器材零售；西药零售；中药零售；销售避孕器具（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,1100,1130.0,2020-08-19 10:51:46,,6,340207010010000000,400000000000753913,0,0,1,2.0,,2.0,,,,,,,,2367b4cac96d8598,500.0,,,,,1130
47e3664e12f3ce74afcef4503c97a1fce7165ba542a3bbd2,340222,N,7820.0,31487d8f256f16bd6244b7251be2ebb27b17bdfd95c8f3b19ffcd2880f506783f085c3c4dd71cbb2e88243c7b90c9680d61b67b5d77df126fcc6ff3ddb1d5379cdbac543fd37277c,"一般固体废弃物收集、运输、处置，城市生活垃圾经营性清扫、收集、运输服务，园林绿化工程，市政道路清扫，保洁服务，高速公路清扫，物业保洁，公厕保洁服务，防虫灭鼠服务，市政管网清淤，河道清淤，道路护栏安装及维护,房屋拆迁工程，金属废料回收、销售，非金属废料回收、销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）",1100,1150.0,2019-10-10 00:00:00,,6,340222010010000000,340200000020002974,0,0,1,3.0,,,,,,,1151.0,,,2367b4cac96d8598,300.0,,,,,1151
f000950527a6feb614ac1573a3efbd8e66ae21e4585496d1,340202,O,8040.0,31487d8f256f16bd6244b7251be2ebb2ae36cd652943e86c796096c38284d71009df7e8ef90f0c1966c67759a90cc5ab215023725bad591c793c4c4ffd8f89b17e7aa3219f8500483ad2ea8954cd1dcd,美容服务，美容信息咨询。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,1100,1150.0,2018-08-21 00:00:00,2068-08-20 00:00:00,6,340200000000000000,400000000000386531,0,0,1,3.0,,,,,,,1151.0,,,2367b4cac96d8598,10.0,,,,,1151
4a8fc4f3fb4d8a0f2bcf911d98ea36a50f3f98a31c7fc037,340203,O,8290.0,e809b065b68ade6094eea16ee0f39f447e7777ddd221996f2c078450d56f2d41d6b561edc25fed908c93f61145c68759,板材批零及室内装饰装修服务（依法须经批准的项目，经相关部门批准后方可开展经营活动）,9600,,2017-06-28 00:00:00,,6,400000000000552726,340200000020002408,0,1,1,4.0,1.0,,,10,,3.0,,,,ca213febe80e171cb15e82a2cc85b2871dcdb8c66d26a826,10.0,,,,,9600
f000950527a6feb6253f50f16bd8640f3bc1fa52d1fdbe29,340207,L,7299.0,31487d8f256f16bdb06579d53b25cbb6c4a6c18662c495d7091f4b2eda6e37db3ef21361c96155e83cbdc4c4a436c7ac38ff7464d90a116f6bb9e4920510c42e4fb635b18f5122421632b3ed5d1129e07f7e9da50b1e73dd68057ba5cdebcedd9b79911b0380ece061c2507435cb035e0588de052400899b59aed56a9207457e44d87f608d0adfd3dd6028d7f016718bb167bc83216dbf44,资产管理，投资管理，股权投资，实业投资，创业投资，投资咨询。（依法须经批准的项目，经相关部门批准后方可开展经营活动）***,4500,4530.0,2016-08-09,2046-08-08,6,340200000000000000,340200000000100093,0,1,1,5.0,,2.0,1.0,,,,4533.0,,,2367b4cac96d8598,500.0,0.0,,,,4533
e9f7b28ec10e047047e0c9680139c31f55a748cf78de34a5,340221,M,7590.0,746df9aaed857857b1e27f9636ca81537277cc0d41077332956744aff2b7d50fe1c648dd4ad62c403490bf57b139fd9d45e2b669ecce9f39f0d713fb11e1b050,光伏新能源领域内的技术开发、技术服务、技术咨询、技术转让；太阳能光伏电站建设、运维及其电力销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,1100,1150.0,2018-10-26,2068-10-25,7,340221010010000000,400000000000245172,0,1,1,15.0,,,,,,,1152.0,,,2367b4cac96d8598,1000.0,,,,,1152
47645761dc56bb8c409e728435500c9a56091bae81827729,340223,M,7499.0,ca213febe80e171c58e357f266a3fa3251ec1c40917cd7c9f76225e3cc4b4c15a9f67049b079b796a8446b0c8184e8da19bb760b69b41e83,环保技术研发、技术咨询、技术服务；室内、车内空气污染检测；空气净化器、家用空气调节器、净水设备、环保节能材料、空气净化材料、室内环保用品、室内清洁用品销售；光触媒产品的研发及销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,1100,1150.0,2018-06-25 00:00:00,2028-06-24 00:00:00,6,340223010010000000,340200000020002341,0,1,1,1.0,,,,,,,1151.0,,,2367b4cac96d8598,100.0,,,,,1151
beb4aaaa89e0a0ae8ea2d29a1b6a0529485d4a0298365d82,340202,O,8290.0,31487d8f256f16bd6244b7251be2ebb2ae36cd652943e86c0710862f2b3e2873174cf013962d1711da04740681f700202fefde0eb8d0cdcf096355e2d1f1a2d368c58e8d64b25ef3,房产中介服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,9600,,2018-09-28,,7,340200000000112189,340200000000112998,0,0,1,4.0,1.0,,,10,,3.0,,,,31487d8f256f16bd671fbf4dd99459333b59c84968d9899abf57215d7fa0394aed8d1effbf3abf16a236de766909e2fbbcf34638c4e5314ae8316a19fbb29f96,10.0,,,,,9600
82750f1b9d1223508562c25a4ba13748fce53b07a66034b7,340208,M,7519.0,31487d8f256f16bd6244b7251be2ebb2918919c75535b4acecd952004b0eed852e5c7498d4252017e9f205ae217a07a0bbac5588e3874a90c82c1c120e0e5b9be52f49af68c9d2d55812d19da78f009dfbf64c786d8046cae2f1888213e60425f30a110c56e8a7ca,环保科技领域内的技术研发、技术咨询、技术服务、技术转让；环境污染治理方案设计；环境工程设计及施工；项目节能评估咨询；污水处理成套设备、膜组件的研发、生产和销售；水污染治理；大气污染治理；土壤修复与治理；海水淡化技术研发；环境监测技术咨询；室内外环境检测与治理；环保设备、机电设备、仪器仪表、电子产品的设计、研发、销售、安装；环保材料的开发、销售；聚乙烯塑料网、聚丙烯塑料网、土工格栅、三维网、滤芯过滤网、导流网生产及销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,1100,1150.0,2019-10-10 00:00:00,,6,340206010010000000,340200000000113466,0,0,1,2.0,,,,,,,1151.0,,,2367b4cac96d8598,501.0,,,,,1151
d8071a739aa75a3b53464f407792fea1ebedce7d99f3bbd8,340207,M,7492.0,31487d8f256f16bd6244b7251be2ebb2b55c713be7e2b6d123f6feac7de655ccf27dea805d1b5381bb79cc6c927a56374c402d443571c311cdcf530e8daeccfcb7319b3356ae8e7ef3e7256f8e01c732,图文设计、制作；工业设计服务；专业设计服务；模型设计；机械设备设计（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,1100,1150.0,2020-08-28 12:18:19,,6,340207010010000000,400000000000753913,0,0,1,3.0,,1.0,,,,,1151.0,,,2367b4cac96d8598,100.0,,,,,1151
516ab81418ed215d9117558922a947fb7ce719d66be92960,340225,M,7511.0,31487d8f256f16bd6244b7251be2ebb227ca54d864983f5d64b965752454766097d79a389afe7571008fd896a63eb88f05b8c5ba3e3fe9942a33df52a5fa769fa6c91d64d6769e3f,农业技术研发及推广；茶叶、油茶、毛竹、中草药、经果林种植、采摘、销售；畜禽、特种动物（国家重点保护动物除外）林下养殖；淡水产养殖；粮油制品、水产品、生态米采购、销售；生态休闲观光、餐饮、农业观光、产品展示服务；园林绿化工程设计及施工。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,1100,1130.0,2019-10-31 00:00:00,,6,340200000000116750,400000000000688524,0,0,1,2.0,,,,,,,,,,2367b4cac96d8598,600.0,,,,,1130
4a8fc4f3fb4d8a0f2ce5a90e581a6adbaa82191110db4834,340203,O,8040.0,ca213febe80e171cf62c2ed671ebb5cb55410686ad64ae510155b335f23fa97932090dc655243338bbe6fd44f9391e08,美容美甲服务，护肤品销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,9600,,2019-05-13 00:00:00,,7,340250000000005144,340250000000005160,0,1,1,2.0,1.0,,,10,,3.0,,,,2367b4cac96d8598,12.0,,,,,9600
9c7fa510616a6830524137e997703e0b75ab058cd7bdcc5a,340222,O,8090.0,31487d8f256f16bd6244b7251be2ebb27b17bdfd95c8f3b19ffcd2880f506783185d7f7a39b7d56bfbe2f7890450d28d299b699030f45ead,电脑制版服务，电脑、办公耗材、不干胶材料销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,9600,,2019-01-03 00:00:00,,6,340222060010000000,340200000000112114,0,1,1,1.0,1.0,,,10,,3.0,,,,31487d8f256f16bd6244b7251be2ebb27b17bdfd95c8f3b19ffcd2880f506783bee75565895bdbb5,10.0,,,,,9600
ed38190adf12fcebce93dc1a8b001cafeaac0ba025c1596e,340200,O,8290.0,4584ebf59d03a95bc1757937a913c61e46e87c5fca94a4d1768ac5a21a28616f9914347db71747b4939626c1f4a371bb6a7c5a22d930665d,汽车清洗、美容、维修、保养服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,9600,,2019-12-18 00:00:00,,6,340200000000112170,400000000000265802,0,0,1,6.0,1.0,,,10,,3.0,,,,31487d8f256f16bd6244b7251be2ebb210b4e8f49f9331b06e5ac18f6755bccf2afabb6f4702808ea0a90faa1c487119d72f4bf01f85cb79e401d16909f566e9d2480e27f7d5d67b,50.0,,,,,9600
f000950527a6feb6a96858239b4f67f0cb703e06e056f371,340202,L,7299.0,31487d8f256f16bd6244b7251be2ebb2ae36cd652943e86cd193c5e9f78d6fda5644885fa235c1c020c6ac240d00d1af0873457607237ec9a591f57efc697e010bc34699bad1dafa18b6469fd3786617cfdb34aaac3cb2fd3960f27ac8597868,投资管理，投资咨询（证券、期货咨询除外），企业管理及咨询。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,1100,1150.0,2016-10-24,,6,340200000000000000,340200000000100093,0,1,1,,,,,,,,1153.0,,,2367b4cac96d8598,100.0,0.0,,,,1153
216bd2aaf4d079243be11f25a29ccd296bbfc52e13d4ef59,340203,R,9059.0,31487d8f256f16bd6244b7251be2ebb2104d8ea0072d61edb63097fee0768e73e93bd70263494737852da7637f5df3f17f2df4f357d6f33fb44bccfed10256fced92f8703d9d763d,"设计、制作、代理、发布各类广告，舞台设计、搭建,公关活动组织、策划,会务服务，展览展示服务，文化艺术交流活动组织策划，礼仪服务，市场营销策划、品牌策划、品牌推广，影视策划及制作；演出经纪；电影发行；摄影摄像服务，庆典礼仪服务，广告器材租赁，舞台视听设备、广告器材销售；展览展示会务服务；图文广告设计，工艺礼品设计，网站建设，建筑工程、市政工程、园林绿化工程施工。（依法须经批准的项目，经相关部门批准后方可开展经营活动）",1100,1150.0,2019-11-06 00:00:00,,6,340203010010000000,400000000000705891,0,0,1,3.0,,,,,,,1151.0,,,2367b4cac96d8598,500.0,,,,,1151
da8691b210adb3f6334a7abb56fbae858620b23304f160b5,340207,O,8051.0,4045f72b07b6d8805745e1d78e85a7cc20d8424dc255a420ecf22d4d4f37d3c58e60e14a906206c4,浴室服务，日用百货零售，香烟零售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,9600,,2014-11-05,,6,340207060010000000,340200000020003438,0,1,1,1.0,1.0,,,10,,3.0,,,,2367b4cac96d8598,20.0,,,,,9600
